neotoma_names,taxon_name
Fraxinus cf. F. nigra,fraxinus_cf_f_nigra
Fraxinus excelsior,fraxinus_excelsior
Fraxinus excelsior-type,fraxinus_excelsior_type
Fraxinus latifolia,fraxinus_latifolia
Fraxinus latifolia-type,fraxinus_latifolia_type
Fraxinus mandshurica,fraxinus_mandshurica
Fraxinus nigra,fraxinus_nigra
Fraxinus nigra-type,fraxinus_nigra_type
Fraxinus ornus,fraxinus_ornus
Fraxinus ornus-type,fraxinus_ornus_type
Fraxinus pennsylvanica,fraxinus_pennsylvanica
Fraxinus pennsylvanica-type,fraxinus_pennsylvanica_type
Fraxinus pennsylvanica/F. americana-type,fraxinus_pennsylvanica_f_americana_type
Fraxinus quadrangulata-type,fraxinus_quadrangulata_type
Fraxinus quadrangulata/F. nigra-type,fraxinus_quadrangulata_f_nigra_type
Fraxinus syriaca,fraxinus_syriaca
Fraxinus undiff.,fraxinus_undiff
Fraxinus velutina-type,fraxinus_velutina_type
Fraxinus xanthoxyloides-type,fraxinus_xanthoxyloides_type
Fraxinus/Platanus,fraxinus_platanus
Freycinetia,freycinetia
Freycinetia sp.,freycinetia_sp
Fritillaria,fritillaria
Fritillaria-type,fritillaria_type
Fritillaria camschatcensis,fritillaria_camschatcensis
Fritillaria lusitanica,fritillaria_lusitanica
Froelichia-type,froelichia_type
Froesiodendron,froesiodendron
Fuchsia,fuchsia
Fuchsia-type,fuchsia_type
Fuchsia regia,fuchsia_regia
Fuirena,fuirena
Fumana,fumana
Fumana-type,fumana_type
Fumaria,fumaria
Fumaria-type,fumaria_type
Fumaria officinalis,fumaria_officinalis
Fumaria officinalis-type,fumaria_officinalis_type
Fumarioideae,fumarioideae
Funtumia,funtumia
Funtumia-type,funtumia_type
Fuscospora,fuscospora
Gaertnera,gaertnera
Gaertnera-type,gaertnera_type
Gaertnera paniculata-type,gaertnera_paniculata_type
Gagea,gagea
Gagea-type,gagea_type
Gagea nevadensis,gagea_nevadensis
Gagea/Tulipa,gagea_tulipa
Gagnebina,gagnebina
Gaiadendron,gaiadendron
Gaiadendron (punctate),gaiadendron_punctate
Gaimardia,gaimardia
Galactia,galactia
Galanthus-type,galanthus_type
Galanthus nivalis,galanthus_nivalis
Galega-type,galega_type
Galeopsis,galeopsis
Galeopsis-type,galeopsis_type
Galeopsis/Ballota-type,galeopsis_ballota_type
Galiniera,galiniera
Galiniera-type,galiniera_type
Galiniera-type saxifraga,galiniera_type_saxifraga
Galiniera coffeoides,galiniera_coffeoides
Galiniera saxifraga,galiniera_saxifraga
Galiniera saxifraga-type,galiniera_saxifraga_type
Galium,galium
Galium-type,galium_type
Galium antarcticum,galium_antarcticum
Galium aparine,galium_aparine
Galium boreale,galium_boreale
Galium palustre,galium_palustre
Galium sect. Relbunium,galium_sect_relbunium
Galium undiff.,galium_undiff
Galium verum,galium_verum
Galium/Rubia,galium_rubia
Gallesia,gallesia
Gallesia integrifolia,gallesia_integrifolia
Ganophyllum,ganophyllum
Ganophyllum-type (G. giganteum),ganophyllum_type_g_giganteum
Ganophyllum giganteum,ganophyllum_giganteum
Garcinia,garcinia
Garcinia livingstonei-type,garcinia_livingstonei_type
Garcinia quadrifaria-type,garcinia_quadrifaria_type
Garcinia staudtii-type,garcinia_staudtii_type
Garcinia volkensii-type,garcinia_volkensii_type
Gardenia,gardenia
Gardenia-type,gardenia_type
Gardenia-type imperialis,gardenia_type_imperialis
Gardenia imperialis,gardenia_imperialis
Gardenia ternifolia var. jovis-tonantis,gardenia_ternifolia_var_jovis_tonantis
Gardenia undiff.,gardenia_undiff
Gardenieae,gardenieae
Garrya,garrya
Garrya-type,garrya_type
Gaultheria,gaultheria
Gaultheria-type,gaultheria_type
Gaultheria procumbens,gaultheria_procumbens
Gaultheria ulei,gaultheria_ulei
Gaura,gaura
Gaylussacia,gaylussacia
Geissanthus,geissanthus
Geissomeria,geissomeria
Geitonoplesium,geitonoplesium
Geniostoma,geniostoma
Genipa,genipa
Genipa-type,genipa_type
Genista,genista
Genista-type,genista_type
Genista group,genista_group
Genista/Cytisus,genista_cytisus
Genista/Ulex,genista_ulex
Genista/Ulex-type,genista_ulex_type
Genisteae-type,genisteae_type
Gentiana,gentiana
Gentiana-type,gentiana_type
Gentiana andrewsii-type,gentiana_andrewsii_type
Gentiana asclepiadea-type,gentiana_asclepiadea_type
Gentiana campestris,gentiana_campestris
Gentiana cf. G. pneumonanthe,gentiana_cf_g_pneumonanthe
Gentiana corymbosa-type,gentiana_corymbosa_type
Gentiana cruciata,gentiana_cruciata
Gentiana cruciata-type,gentiana_cruciata_type
Gentiana douglasiana,gentiana_douglasiana
Gentiana lutea,gentiana_lutea
Gentiana lutea-type,gentiana_lutea_type
Gentiana lutea/G. pneumonanthe,gentiana_lutea_g_pneumonanthe
Gentiana nivalis,gentiana_nivalis
Gentiana nivalis-type,gentiana_nivalis_type
Gentiana olivieri-type,gentiana_olivieri_type
Gentiana pneumonanthe,gentiana_pneumonanthe
Gentiana pneumonanthe-type,gentiana_pneumonanthe_type
Gentiana puberulenta-type,gentiana_puberulenta_type
Gentiana punctata,gentiana_punctata
Gentiana purpurea,gentiana_purpurea
Gentiana purpurea-type,gentiana_purpurea_type
Gentiana undiff.,gentiana_undiff
Gentiana verna,gentiana_verna
Gentiana verna-type,gentiana_verna_type
Gentiana/Gentianella,gentiana_gentianella
Gentiana/Swertia,gentiana_swertia
Gentianaceae,gentianaceae
Gentianaceae-type,gentianaceae_type
Gentianaceae (striate-reticulate),gentianaceae_striate_minus_reticulate
Gentianaceae cf. Gentianella,gentianaceae_cf_gentianella
Gentianaceae undiff.,gentianaceae_undiff
Gentianella,gentianella
Gentianella-type,gentianella_type
Gentianella campestris,gentianella_campestris
Gentianella campestris-type,gentianella_campestris_type
Gentianella cf. G. gilioides,gentianella_cf_g_gilioides
Gentianella detonsa,gentianella_detonsa
Gentianella ramosa,gentianella_ramosa
Gentianella sp.,gentianella_sp
Gentianella tenella,gentianella_tenella
Gentianella tenella-type,gentianella_tenella_type
Geonoma,geonoma
Geraniaceae,geraniaceae
Geraniaceae cf. Geranium,geraniaceae_cf_geranium
Geraniaceae undiff.,geraniaceae_undiff
Geraniales cf. Geraniaceae,geraniales_cf_geraniaceae
Geranium,geranium
Geranium-type,geranium_type
Geranium columbinum-type,geranium_columbinum_type
Geranium molle,geranium_molle
Geranium molle-type,geranium_molle_type
Geranium molle group,geranium_molle_group
Geranium palustre-type,geranium_palustre_type
Geranium phaeum-type,geranium_phaeum_type
Geranium pratense-type,geranium_pratense_type
Geranium pratense group,geranium_pratense_group
Geranium pusillum-type,geranium_pusillum_type
Geranium retrorsum group,geranium_retrorsum_group
Geranium sylvaticum,geranium_sylvaticum
Geranium sylvaticum-type,geranium_sylvaticum_type
Gesneriaceae,gesneriaceae
Geum,geum
Geum-type,geum_type
Geum cf. G. rivale,geum_cf_g_rivale
Geum cf. G. urbanum,geum_cf_g_urbanum
Geum montanum-type,geum_montanum_type
Geum rivale,geum_rivale
Geum/Potentilla,geum_potentilla
Gevuina,gevuina
Gilbertiodendron,gilbertiodendron
Gilbertiodendron-type,gilbertiodendron_type
Gilbertiodendron-type (G. mayombense),gilbertiodendron_type_g_mayombense
Gilbertiodendron-type mayombense,gilbertiodendron_type_mayombense
Gilgella scaposa,gilgella_scaposa
Gilia,gilia
Gilia-type,gilia_type
Gilia aggregata,gilia_aggregata
Gisechia,gisechia
Gisekia pharnaceoides,gisekia_pharnaceoides
Gladiolus,gladiolus
Gladiolus-type,gladiolus_type
Gladiolus illyricus-type,gladiolus_illyricus_type
Glaucium,glaucium
Glaucium-type,glaucium_type
Glaucium flavum,glaucium_flavum
Glaux,glaux
Glaux maritima,glaux_maritima
Glechoma-type,glechoma_type
Gleditsia,gleditsia
Glenniea,glenniea
Glischrocaryon,glischrocaryon
Globularia,globularia
Glochidion,glochidion
Glochidion/Phyllanthus,glochidion_phyllanthus
Glossostigma,glossostigma
Glyceria,glyceria
Glyceria-type,glyceria_type
Glycydendron,glycydendron
Glycyrrhiza,glycyrrhiza
Gnaphalium,gnaphalium
Gnaphalium-type,gnaphalium_type
Gnaphalium supinum,gnaphalium_supinum
Gnidia,gnidia
Gnidia-type,gnidia_type
Gnidia-type (G. glauca),gnidia_type_g_glauca
Gnidia-type chrysantha,gnidia_type_chrysantha
Gochnatia,gochnatia
Godoya,godoya
Gomortega keule,gomortega_keule
Gomphrena,gomphrena
Gomphrena-type,gomphrena_type
Gomphrena/Pfaffia,gomphrena_pfaffia
Gongylolepis,gongylolepis
Goniolimon,goniolimon
Gonocalyx,gonocalyx
Gonocarpus,gonocarpus
Gonocarpus-type,gonocarpus_type
Gonocarpus/Haloragis,gonocarpus_haloragis
Gonocarpus/Myriophyllum,gonocarpus_myriophyllum
Goodenia,goodenia
Goodenia cf. G. affinis,goodenia_cf_g_affinis
Goodenia cf. G. glauca,goodenia_cf_g_glauca
Goodenia cf. G. heteromera,goodenia_cf_g_heteromera
Goodeniaceae,goodeniaceae
Goodeniaceae cf. Selliera,goodeniaceae_cf_selliera
Gordonia,gordonia
Gordonia (type 2),gordonia_type_2
Gordonia fruticosa,gordonia_fruticosa
Gordonia/Laplacea,gordonia_laplacea
Gorteria-type beguinotii,gorteria_type_beguinotii
Gossypium,gossypium
Gouania,gouania
Goupia-type,goupia_type
Granabivesiculites inchoatus,granabivesiculites_inchoatus
Gratiola,gratiola
Gratiola officinalis,gratiola_officinalis
Greigia,greigia
Grevillea,grevillea
Grevillea/Hakea,grevillea_hakea
Grewia,grewia
Grewia-type,grewia_type
Grewia-type tenax,grewia_type_tenax
Grewia villosa,grewia_villosa
Grewioideae,grewioideae
Griselinia,griselinia
Griselinia-type,griselinia_type
Griselinia cf. G. ruscifolia,griselinia_cf_g_ruscifolia
Grossulariaceae,grossulariaceae
Guaiacum,guaiacum
Guapira,guapira
Guarea,guarea
Guarea-type,guarea_type
Guatteria,guatteria
Guazuma,guazuma
Guazuma-type,guazuma_type
Guettarda,guettarda
Guettarda-type,guettarda_type
Guettarda combsii,guettarda_combsii
Guibourtia-type (G. demeusei),guibourtia_type_g_demeusei
Guibourtia-type demeusei,guibourtia_type_demeusei
Guiera senegalensis,guiera_senegalensis
Guioa,guioa
Guizotia-type (G. abyssinica),guizotia_type_g_abyssinica
Guizotia-type abyssinica,guizotia_type_abyssinica
Gundelia,gundelia
Gundelia-type,gundelia_type
Gunnera,gunnera
Gunnera cordifolia,gunnera_cordifolia
Gunnera manicata,gunnera_manicata
Gunnera perpensa,gunnera_perpensa
Gunneraceae,gunneraceae
Gunneraceae cf. Gunnera,gunneraceae_cf_gunnera
Gustavia,gustavia
Gustavia (type 1),gustavia_type_1
Gustavia (type 2),gustavia_type_2
Gymnanthes,gymnanthes
Gymnocarpos,gymnocarpos
Gymnopodium,gymnopodium
Gymnoschoenus,gymnoschoenus
Gymnoschoenus-type,gymnoschoenus_type
Gymnoschoenus sphaerocephalus,gymnoschoenus_sphaerocephalus
Gymnosporia,gymnosporia
Gymnosporia-type senegalensis,gymnosporia_type_senegalensis
Gymnosporia senegalensis,gymnosporia_senegalensis
Gymnostoma,gymnostoma
Gynandriris sisyrinchium,gynandriris_sisyrinchium
Gynatrix,gynatrix
Gynoxys,gynoxys
Gynoxys-type,gynoxys_type
Gypsophila,gypsophila
Gypsophila-type,gypsophila_type
Gypsophila arrostii,gypsophila_arrostii
Gypsophila fastigiata,gypsophila_fastigiata
Gypsophila fastigiata-type,gypsophila_fastigiata_type
Gypsophila fastigiata/G. repens,gypsophila_fastigiata_g_repens
Gypsophila muralis,gypsophila_muralis
Gypsophila repens,gypsophila_repens
Gypsophila repens-type,gypsophila_repens_type
Gyranthera,gyranthera
Gyrocarpus,gyrocarpus
Gyrostemon,gyrostemon
Gyrostemonaceae,gyrostemonaceae
Habenaria-type,habenaria_type
Haemanthus-type,haemanthus_type
Haematostaphis-type (H. barteri),haematostaphis_type_h_barteri
Haematostaphis barteri,haematostaphis_barteri
Hagenia,hagenia
Hagenia abyssinica,hagenia_abyssinica
Hakea,hakea
Hakea lissosperma-type,hakea_lissosperma_type
Hakea microcarpa-type,hakea_microcarpa_type
Halimium,halimium
Halimium-type,halimium_type
Halimium halimifolium-type,halimium_halimifolium_type
Halimium/Tuberaria,halimium_tuberaria
Halocarpus,halocarpus
Halocarpus bidwillii/Halocarpus biformis,halocarpus_bidwillii_halocarpus_biformis
Halogeton,halogeton
Haloragaceae,haloragaceae
Haloragaceae undiff.,haloragaceae_undiff
Haloragis,haloragis
Haloragis sim.,haloragis_sim
Haloragis/Myriophyllum,haloragis_myriophyllum
Haloragodendron,haloragodendron
Halothamnus-type,halothamnus_type
Hamamelidaceae,hamamelidaceae
Hamamelis,hamamelis
Hamamelis virginiana,hamamelis_virginiana
Hammada-type,hammada_type
Hampea trilobata,hampea_trilobata
Hannoa,hannoa
Haplopappus,haplopappus
Haplophyllum,haplophyllum
Haplophyllum-type,haplophyllum_type
Hardenbergia,hardenbergia
Hardwickia binata,hardwickia_binata
Harrisonia-type,harrisonia_type
Harungana,harungana
Harungana madagascariensis,harungana_madagascariensis
Harungana madagascariensis-type,harungana_madagascariensis_type
Hasseltia,hasseltia
Havardia,havardia
Hebe,hebe
Hebenstretia,hebenstretia
Hebenstretia dentata,hebenstretia_dentata
Hedera,hedera
Hedera-type,hedera_type
Hedera helix,hedera_helix
Hedera helix-type,hedera_helix_type
Hedyosmum,hedyosmum
Hedyosmum brasiliense,hedyosmum_brasiliense
Hedyotis,hedyotis
Hedyotis-type,hedyotis_type
Hedysarum,hedysarum
Hedysarum-type,hedysarum_type
Hedysarum cf. H. coronarium,hedysarum_cf_h_coronarium
Hedysarum cf. H. hedysaroides,hedysarum_cf_h_hedysaroides
Hedysarum hedysaroides,hedysarum_hedysaroides
Hedysarum/Ebenus,hedysarum_ebenus
Heisteria,heisteria
Heisteria-type,heisteria_type
Heliantheae,heliantheae
Helianthemum,helianthemum
Helianthemum-type,helianthemum_type
Helianthemum canum-type,helianthemum_canum_type
Helianthemum cf. H. canum,helianthemum_cf_h_canum
Helianthemum cf. H. nummularium,helianthemum_cf_h_nummularium
Helianthemum cf. H. oelandicum,helianthemum_cf_h_oelandicum
Helianthemum croceum-type,helianthemum_croceum_type
Helianthemum marifolium,helianthemum_marifolium
Helianthemum nummularium,helianthemum_nummularium
Helianthemum nummularium-type,helianthemum_nummularium_type
Helianthemum oelandicum-type,helianthemum_oelandicum_type
Helianthemum oelandicum subsp. alpestris,helianthemum_oelandicum_subsp_alpestris
Helianthemum oelandicum subsp. alpestris-type,helianthemum_oelandicum_subsp_alpestris_type
Helianthemum sp.,helianthemum_sp
Helianthemum undiff.,helianthemum_undiff
Helianthus,helianthus
Helianthus-type,helianthus_type
Helichrysum,helichrysum
Helichrysum-type,helichrysum_type
Helicia,helicia
Helicostylis,helicostylis
Helicteres,helicteres
Helicteres (type 1),helicteres_type_1
Helictochloa versicolor,helictochloa_versicolor
Heliocarpus,heliocarpus
Heliocarpus americanus,heliocarpus_americanus
Heliotropium,heliotropium
Heliotropium-type,heliotropium_type
Heliotropium-type steudneri,heliotropium_type_steudneri
Heliotropium europaeum,heliotropium_europaeum
Heliotropium europaeum-type,heliotropium_europaeum_type
Heliotropium sp.,heliotropium_sp
Heliotropium steudneri,heliotropium_steudneri
Heliotropium steudneri-type,heliotropium_steudneri_type
Helleborus,helleborus
Helleborus-type,helleborus_type
Helleborus foetidus,helleborus_foetidus
Helleborus niger,helleborus_niger
Helleborus undiff.,helleborus_undiff
Helleborus viridis,helleborus_viridis
Helleborus viridis-type,helleborus_viridis_type
Heloniopsis,heloniopsis
Helosciadium inundatum,helosciadium_inundatum
Heracleum,heracleum
Heracleum-type,heracleum_type
Heracleum lanatum,heracleum_lanatum
Heracleum sphondylium,heracleum_sphondylium
Heracleum sphondylium-type,heracleum_sphondylium_type
Heracleum undiff.,heracleum_undiff
Heritiera,heritiera
Hermannia,hermannia
Hermannia-type,hermannia_type
Hernandia,hernandia
Herniaria,herniaria
Herniaria-type,herniaria_type
Herniaria glabra-type,herniaria_glabra_type
Herrania,herrania
Hesperomeles,hesperomeles
Heteranthera,heteranthera
Heteromorpha,heteromorpha
Heteromorpha-type,heteromorpha_type
Heteropterys,heteropterys
Heteropterys (type 1),heteropterys_type_1
Heteropterys (type 2),heteropterys_type_2
Heuchera,heuchera
Heuchera-type,heuchera_type
Hevea,hevea
Hevea brasiliensis,hevea_brasiliensis
Hewittia-type malabarica,hewittia_type_malabarica
Hewittia scandens,hewittia_scandens
Hibbertia,hibbertia
Hibbertia-type,hibbertia_type
Hibiscus,hibiscus
Hibiscus-type,hibiscus_type
Hibiscus-type (H. micranthus),hibiscus_type_h_micranthus
Hibiscus-type micranthus,hibiscus_type_micranthus
Hibiscus cf. H. australensis,hibiscus_cf_h_australensis
Hibiscus fragilis,hibiscus_fragilis
Hibiscus fragilis-type,hibiscus_fragilis_type
Hibiscus/Urena,hibiscus_urena
Hieracium,hieracium
Hieracium-type,hieracium_type
Hieracium murorum,hieracium_murorum
Hieronyma,hieronyma
Hieronyma-type,hieronyma_type
Hieronyma (type 1),hieronyma_type_1
Hieronyma (type 2),hieronyma_type_2
Hieronyma (type 3),hieronyma_type_3
Hieronyma (type II),hieronyma_type_ii
Hieronyma undiff.,hieronyma_undiff
Hildebrandtia,hildebrandtia
Himatanthus,himatanthus
Hippeastrum,hippeastrum
Hippocastanoideae,hippocastanoideae
Hippocastanoideae undiff.,hippocastanoideae_undiff
Hippocratea,hippocratea
Hippocratea-type,hippocratea_type
Hippocratea volubilis,hippocratea_volubilis
Hippocrepis,hippocrepis
Hippocrepis-type,hippocrepis_type
Hippocrepis comosa,hippocrepis_comosa
Hippomane,hippomane
Hippophaë,hippophae
Hippophaë rhamnoides,hippophae_rhamnoides
Hippuris,hippuris
Hippuris vulgaris,hippuris_vulgaris
Hiptage,hiptage
Hiptage comp.,hiptage_comp
Hiraea,hiraea
Hirtella,hirtella
Hoheria,hoheria
Hoheria angustifolia,hoheria_angustifolia
Hoheria lyallii-type,hoheria_lyallii_type
Holarrhena-type,holarrhena_type
Holodiscus,holodiscus
Holodiscus-type,holodiscus_type
Holoptelea,holoptelea
Holoptelea grandis,holoptelea_grandis
Holoptelea integrifolia,holoptelea_integrifolia
Holosteum umbellatum,holosteum_umbellatum
Homalanthus,homalanthus
Homalanthus cf. H. stokesii,homalanthus_cf_h_stokesii
Homalium,homalium
Homogyne,homogyne
Homogyne-type,homogyne_type
Homogyne alpina,homogyne_alpina
Homogyne/Tussilago-type,homogyne_tussilago_type
Hopea/Shorea,hopea_shorea
Hopkinsia/Lyginia,hopkinsia_lyginia
Hordelymus,hordelymus
Hordeum,hordeum
Hordeum-type,hordeum_type
Hordeum group,hordeum_group
Hordeum vulgare-type,hordeum_vulgare_type
Hordeum/Secale,hordeum_secale
Hordeum/Triticum,hordeum_triticum
Hordeum/Triticum-type,hordeum_triticum_type
Hornungia,hornungia
Hornungia-type,hornungia_type
Hottonia,hottonia
Hottonia-type,hottonia_type
Hottonia palustris,hottonia_palustris
Hottonia palustris-type,hottonia_palustris_type
Houstonia,houstonia
Hovea,hovea
Hovea/Bossiaea,hovea_bossiaea
Hua gabonii,hua_gabonii
Hudsonia,hudsonia
Hugonia,hugonia
Hugonia-type platysepala,hugonia_type_platysepala
Humiria,humiria
Humiriaceae,humiriaceae
Humulus,humulus
Humulus-type,humulus_type
Humulus lupulus,humulus_lupulus
Humulus lupulus-type,humulus_lupulus_type
Humulus/Cannabis,humulus_cannabis
Humulus/Cannabis-type,humulus_cannabis_type
Humulus/Cannabis sativa,humulus_cannabis_sativa
Humulus/Urtica,humulus_urtica
Hura,hura
Hura-type,hura_type
Hyacinthoides,hyacinthoides
Hyacinthoides-type,hyacinthoides_type
Hydrangea,hydrangea
Hydrangeaceae,hydrangeaceae
Hydrocharis,hydrocharis
Hydrocharis morsus-ranae,hydrocharis_morsus_minus_ranae
Hydrocharitaceae,hydrocharitaceae
Hydrocleys,hydrocleys
Hydrocotyle,hydrocotyle
Hydrocotyle-type,hydrocotyle_type
Hydrocotyle (type 1),hydrocotyle_type_1
Hydrocotyle (type 2),hydrocotyle_type_2
Hydrocotyle hirta-type,hydrocotyle_hirta_type
Hydrocotyle mannii-type,hydrocotyle_mannii_type
Hydrocotyle novae-zeelandiae,hydrocotyle_novae_minus_zeelandiae
Hydrocotyle ranunculoides,hydrocotyle_ranunculoides
Hydrocotyle vulgaris,hydrocotyle_vulgaris
Hydrogaster,hydrogaster
Hydrolea,hydrolea
Hydrophyllaceae,hydrophyllaceae
Hydrophyllaceae-type,hydrophyllaceae_type
Hydrophyllaceae undiff.,hydrophyllaceae_undiff
Hydrophyllum,hydrophyllum
Hydrophyllum cf. H. virginianum,hydrophyllum_cf_h_virginianum
Hydrophyllum virginianum,hydrophyllum_virginianum
Hygrophila,hygrophila
Hygrophila-type,hygrophila_type
Hylodendron gabunense,hylodendron_gabunense
Hymenaea,hymenaea
Hymenaea-type,hymenaea_type
Hymenocardia,hymenocardia
Hymenocardia-type ulmoides,hymenocardia_type_ulmoides
Hymenocardia acida,hymenocardia_acida
Hymenocardia acida-type,hymenocardia_acida_type
Hymenocardia/Chaetachme,hymenocardia_chaetachme
Hymenoclea,hymenoclea
Hymenodictyon,hymenodictyon
Hymenodictyon-type,hymenodictyon_type
Hymenodictyon-type (H. floribundum),hymenodictyon_type_h_floribundum
Hymenodictyon-type floribundum,hymenodictyon_type_floribundum
Hymenodictyon floribundum-type,hymenodictyon_floribundum_type
Hymenostegia,hymenostegia
Hymenostegia-type,hymenostegia_type
Hymenostegia-type pellegrini,hymenostegia_type_pellegrini
Hyophorbe-type,hyophorbe_type
Hyoscyamus,hyoscyamus
Hyoscyamus niger,hyoscyamus_niger
Hypecoum,hypecoum
Hypecoum-type,hypecoum_type
Hypericaceae,hypericaceae
Hypericum,hypericum
Hypericum-type,hypericum_type
Hypericum (mini),hypericum_mini
Hypericum androsaemum,hypericum_androsaemum
Hypericum assyrianum-type,hypericum_assyrianum_type
Hypericum calycinum-type,hypericum_calycinum_type
Hypericum cf. H. elodes,hypericum_cf_h_elodes
Hypericum coris-type,hypericum_coris_type
Hypericum elodes,hypericum_elodes
Hypericum elodes-type,hypericum_elodes_type
Hypericum hirtellum var. assyriacum-type,hypericum_hirtellum_var_assyriacum_type
Hypericum japonicum,hypericum_japonicum
Hypericum perforatum,hypericum_perforatum
Hypericum perforatum-type,hypericum_perforatum_type
Hypericum perforatum group,hypericum_perforatum_group
Hypericum perforatum/H. androsaemum-type,hypericum_perforatum_h_androsaemum_type
Hypericum pulchrum,hypericum_pulchrum
Hypericum pulchrum-type,hypericum_pulchrum_type
Hypericum tetrapterum,hypericum_tetrapterum
Hypericum undiff.,hypericum_undiff
Hyphaene,hyphaene
Hyphaene-type,hyphaene_type
Hyphaene cf. H. thebaica,hyphaene_cf_h_thebaica
Hyphaene thebaica,hyphaene_thebaica
Hypochaeris uniflora,hypochaeris_uniflora
Hypoestes,hypoestes
Hypoestes-type,hypoestes_type
Hypoestes-type (H. aristata),hypoestes_type_h_aristata
Hypoestes-type aristata,hypoestes_type_aristata
Hypoxis,hypoxis
Hypoxis hirsuta,hypoxis_hirsuta
Hyptis,hyptis
Hyptis-type,hyptis_type
Hystrix,hystrix
Hystrix (type A),hystrix_type_a
Hystrix (type B),hystrix_type_b
Icacinaceae,icacinaceae
Icacinaceae undiff.,icacinaceae_undiff
Ilex,ilex
Ilex-type,ilex_type
Ilex (type 1),ilex_type_1
Ilex (type 2),ilex_type_2
Ilex aquifolium,ilex_aquifolium
Ilex aquifolium-type,ilex_aquifolium_type
Ilex mitis,ilex_mitis
Ilex verticillata,ilex_verticillata
Ilex/Nemopanthus,ilex_nemopanthus
Ilex/Nemopanthus undiff.,ilex_nemopanthus_undiff
Illecebrum,illecebrum
Illecebrum-type,illecebrum_type
Illecebrum verticillatum-type,illecebrum_verticillatum_type
Illicium,illicium
Illigera,illigera
Impatiens,impatiens
Impatiens capensis,impatiens_capensis
Impatiens noli-tangere,impatiens_noli_tangere
Impatiens parviflora,impatiens_parviflora
Indigofera,indigofera
Indigofera-type,indigofera_type
Indigofera-type schimperi,indigofera_type_schimperi
Indigofera schimperi-type,indigofera_schimperi_type
Inga,inga
Inga sp.,inga_sp
Inula,inula
Inula-type,inula_type
Inuleae,inuleae
Iodes,iodes
Ipomoea,ipomoea
Ipomoea-type,ipomoea_type
Ipomoea cf. I. batatas,ipomoea_cf_i_batatas
Iresine,iresine
Iresine-type,iresine_type
Iriartea,iriartea
Iriartea-type,iriartea_type
Iriartea deltoidea,iriartea_deltoidea
Iriartella,iriartella
Iridaceae,iridaceae
Iridaceae-type,iridaceae_type
Iridaceae (psilate),iridaceae_psilate
Iridaceae (reticulate),iridaceae_reticulate
Iridaceae (type I),iridaceae_type_i
Iridaceae (type II),iridaceae_type_ii
Iridaceae undiff.,iridaceae_undiff
Iridaceae/Liliaceae,iridaceae_liliaceae
Iris,iris
Iris-type,iris_type
Iris germanica-type,iris_germanica_type
Iris pseudacorus,iris_pseudacorus
Iris pseudacorus-type,iris_pseudacorus_type
Iris versicolor,iris_versicolor
Irvingia,irvingia
Irvingia-type,irvingia_type
Irvingia-type (I. gabonensis),irvingia_type_i_gabonensis
Irvingia-type (I. wombolu),irvingia_type_i_wombolu
Irvingia-type gabonensis,irvingia_type_gabonensis
Irvingiaceae,irvingiaceae
Irvingiaceae undiff.,irvingiaceae_undiff
Iryanthera,iryanthera
Isertia,isertia
Isoberlinia,isoberlinia
Isoberlinia-type,isoberlinia_type
Isodendrion,isodendrion
"Isoëtes (heavy, type 1)",isoetes_heavy_type_1
"Isoëtes (light, type 2)",isoetes_light_type_2
Isoëtes cf. I. lacustris,isoetes_cf_i_lacustris
Isoglossa,isoglossa
Isonandra,isonandra
Isophysis tasmanica,isophysis_tasmanica
Isopogon,isopogon
Itea,itea
Iva,iva
Iva-type,iva_type
Iva annua,iva_annua
Iva annua-type,iva_annua_type
Iva frutescens,iva_frutescens
Iva frutescens-type,iva_frutescens_type
Iva undiff.,iva_undiff
Ixora,ixora
Ixora-type,ixora_type
Ixora-type (I. brachypoda),ixora_type_i_brachypoda
Ixora-type brachypoda,ixora_type_brachypoda
Jacaranda,jacaranda
Jacaranda (type 2),jacaranda_type_2
Jacquemontia,jacquemontia
Jacquemontia-type,jacquemontia_type
Jasione,jasione
Jasione-type,jasione_type
Jasione montana,jasione_montana
Jasione montana-type,jasione_montana_type
Jasminum,jasminum
Jasminum-type,jasminum_type
Jasminum abyssinicum,jasminum_abyssinicum
Jasminum abyssinicum-type,jasminum_abyssinicum_type
Jasminum fruticans-type,jasminum_fruticans_type
Jasminum grandiflorum subsp. floribundum-type,jasminum_grandiflorum_subsp_floribundum_type
Jatropha,jatropha
Jatropha-type,jatropha_type
Jatropha/Croton,jatropha_croton
Jatropha/Givotia,jatropha_givotia
Joosia,joosia
Josephinia,josephinia
Juglandaceae,juglandaceae
Juglandaceae-type,juglandaceae_type
Juglandaceae undiff.,juglandaceae_undiff
Juglans,juglans
Juglans-type,juglans_type
Juglans cf. J. cinerea,juglans_cf_j_cinerea
Juglans cf. J. nigra,juglans_cf_j_nigra
Juglans cinerea,juglans_cinerea
Juglans cinerea-type,juglans_cinerea_type
Juglans mandshurica,juglans_mandshurica
Juglans nigra,juglans_nigra
Juglans nigra-type,juglans_nigra_type
Juglans regia,juglans_regia
Juglans undiff.,juglans_undiff
Juglans/Pterocarya,juglans_pterocarya
Julbernardia,julbernardia
Julbernardia paniculata-type,julbernardia_paniculata_type
Julbernardia seretii-type,julbernardia_seretii_type
Julbernardia type 1,julbernardia_type_1
Julbernardia type 2,julbernardia_type_2
